projectname,classification,preprocess_comments
jEdit-4.2,0,correctli handl text flavor file list flavor text area read onli all flag
jEdit-4.2,0,
jEdit-4.2,0,startdocu method
jEdit-4.2,0,constructor
jEdit-4.2,0,
jEdit-4.2,0,toolbar display
jEdit-4.2,0,propertieschang method
jEdit-4.2,0,now selector
jEdit-4.2,0,paintchildren method
jEdit-4.2,0,begin actionlisten implement
jEdit-4.2,0,drophandl class
jEdit-4.2,0,getshortcut method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,entri constructor
jEdit-4.2,0,thi necessari have file open from finder befor jedit run set current activ buffer
jEdit-4.2,0,ask whether overrid that other shortcut
jEdit-4.2,0,make execut
jEdit-4.2,0,
jEdit-4.2,0,tag plugin like call thi method time other than startup need fire notifi search bar and on
jEdit-4.2,0,
jEdit-4.2,0,stop peopl do dumb stuff like enter
jEdit-4.2,0,lazi
jEdit-4.2,0,
jEdit-4.2,0,layoutcontain method
jEdit-4.2,0,optionsdialog constructor
jEdit-4.2,0,
jEdit-4.2,0,modeproperti constructor
jEdit-4.2,0,true read after usual mean thi do window file
jEdit-4.2,0,pass redistribut free space
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,lay out independ button
jEdit-4.2,0,when get here have either empti assembl buffer byte write numtowrit
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,lay out dock area
jEdit-4.2,0,don thi buffer insert that can insert multipl file onc
jEdit-4.2,0,xml queri routin
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,don want file creat read onli buffer current file sql vf someth
jEdit-4.2,0,constructor
jEdit-4.2,0,entri constructor
jEdit-4.2,0,start end
jEdit-4.2,0,lay out depend button
jEdit-4.2,0,equal first visibl line
jEdit-4.2,0,entri class
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,element
jEdit-4.2,0,bufferchangehandl class
jEdit-4.2,0,
jEdit-4.2,0,lazili creat skip and suffix array either search pattern revers search pattern
jEdit-4.2,0,
jEdit-4.2,0,variabl class found type ref autoallocatethi then creat one child
jEdit-4.2,0,posit tool bar they manag
jEdit-4.2,0,buffer count becom then guarante becom veri soon don anyth that case
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,onli dock
jEdit-4.2,0,wait paint ensur progress updat continu
jEdit-4.2,0,lay out dock area
jEdit-4.2,0,thi properti onli load and save if buffer file set select otherwis default on
jEdit-4.2,0,note bshmethod need re evalu arg type here thi broken
jEdit-4.2,0,strictjava mode check loos paramet and return type
jEdit-4.2,0,onli set open
jEdit-4.2,0,word end oper
jEdit-4.2,0,method
jEdit-4.2,0,method comput offset and manag forward refer
jEdit-4.2,0,invalidatelayout method
jEdit-4.2,0,within
jEdit-4.2,0,method
jEdit-4.2,0,got here unus display manag list
jEdit-4.2,0,textareaselect class
jEdit-4.2,0,getlineendoffset method
jEdit-4.2,0,
jEdit-4.2,0,good introduct boyer moor fast string match algorithm may found moor websit at
jEdit-4.2,0,
jEdit-4.2,0,don know right hand side assign yet ha least one setter right name
jEdit-4.2,0,method
jEdit-4.2,0,chain return fals reject token due optim and next combin with lasttoken
jEdit-4.2,0,recordinput method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,styletablemodel constructor
jEdit-4.2,0,
jEdit-4.2,0,quicknotepadact implement
jEdit-4.2,0,autoalloc
jEdit-4.2,0,jsr
jEdit-4.2,0,
jEdit-4.2,0,word break oper
jEdit-4.2,0,
jEdit-4.2,0,least one properti list here true load plugin
jEdit-4.2,0,
jEdit-4.2,0,constant
jEdit-4.2,0,
jEdit-4.2,0,multipl file word bonu
jEdit-4.2,0,
jEdit-4.2,0,xxx
jEdit-4.2,0,send full rang event avoid break plugin
jEdit-4.2,0,alway rang the current block size thi number
jEdit-4.2,0,
jEdit-4.2,0,like tabl insn
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,util method instruct resiz use handl goto and jsr
jEdit-4.2,0,privat member
jEdit-4.2,0,if we fallen through here longer resolv to class type
jEdit-4.2,0,posit center edit pane split pane
jEdit-4.2,0,ensur that get digit get digit and on
jEdit-4.2,0,method
jEdit-4.2,0,nd step copi bytecod method into new bytevector updat offset and insert or remov byte request
jEdit-4.2,0,isok method
jEdit-4.2,0,get all posit from offset end inclus
jEdit-4.2,0,loadprop method
jEdit-4.2,0,
jEdit-4.2,0,movedown method
jEdit-4.2,0,getclassinst throw except not there
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getshortcut method
jEdit-4.2,0,
jEdit-4.2,0,can overrid prefix shortcut
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,return fals with outdat cach
jEdit-4.2,0,duplic check all whitespac string
jEdit-4.2,0,set group start end mark
jEdit-4.2,0,mode constructor
jEdit-4.2,0,privat member use mark word ignor see constructor list
jEdit-4.2,0,init method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,might have been close result abov
jEdit-4.2,0,
jEdit-4.2,0,tool bar and statu bar get ad propertieschang depend bar altern layout set
jEdit-4.2,0,
jEdit-4.2,0,is class name if we just start eval name tri make it els fail
jEdit-4.2,0,java object
jEdit-4.2,0,skip throw
jEdit-4.2,0,
jEdit-4.2,0,not evalu method thi super class instanc space insid constructor
jEdit-4.2,0,
jEdit-4.2,0,set default entiti here
jEdit-4.2,0,
jEdit-4.2,0,init method
jEdit-4.2,0,
jEdit-4.2,0,cancel method
jEdit-4.2,0,
jEdit-4.2,0,decid how mani code tabl use
jEdit-4.2,0,
jEdit-4.2,0,set input variabl
jEdit-4.2,0,
jEdit-4.2,0,direct convers from class type descriptor without intermedi type object
jEdit-4.2,0,
jEdit-4.2,0,privat prevent invoc with param that isn primit wrapper
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,actionperform method
jEdit-4.2,0,gener initi set code tabl
jEdit-4.2,0,processkeyev method
jEdit-4.2,0,endindex now posit nextindex end string posit after
jEdit-4.2,0,iscelledit method
jEdit-4.2,0,run jeditlaunch instal
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,that last isn check
jEdit-4.2,0,
jEdit-4.2,0,for oper assign oper save lh valu befor evalu rh thi correct java behavior postfix oper should not
jEdit-4.2,0,
jEdit-4.2,0,might have been close result abov
jEdit-4.2,0,
jEdit-4.2,0,namespacechang new variabl addit
jEdit-4.2,0,
jEdit-4.2,0,getextendedst method
jEdit-4.2,0,
jEdit-4.2,0,replacebtn new
jEdit-4.2,0,
jEdit-4.2,0,tri cast primit object type primit null can cast ani object type
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,can happen
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,forward jump
jEdit-4.2,0,
jEdit-4.2,0,addruleset method
jEdit-4.2,0,
jEdit-4.2,0,number node stack current mark
jEdit-4.2,0,
jEdit-4.2,0,set untyp variabl directli block
jEdit-4.2,0,
jEdit-4.2,0,clockwis rotat
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,and add successor list currentblock block
jEdit-4.2,0,
jEdit-4.2,0,remov action set dockabl etc that user doesn see broken plugin
jEdit-4.2,0,
jEdit-4.2,0,special handl end input
jEdit-4.2,0,
jEdit-4.2,0,creat app start script
jEdit-4.2,0,
jEdit-4.2,0,absolut pathnam window and posix path can start with networkdr loop start
jEdit-4.2,0,
jEdit-4.2,0,replac old bytecod with new one
jEdit-4.2,0,
jEdit-4.2,0,init method
jEdit-4.2,0,
jEdit-4.2,0,find end subexpress
jEdit-4.2,0,init method
jEdit-4.2,0,freez callstack stack trace
jEdit-4.2,0,processkeyev method
jEdit-4.2,0,updateui method
jEdit-4.2,0,gettokenmark method
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,link list token sort some close loop can exist
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,append head tail list begin pool list
jEdit-4.2,0,
jEdit-4.2,0,updat method
jEdit-4.2,0,
jEdit-4.2,0,calcul cost thi group code each code tabl
jEdit-4.2,0,
jEdit-4.2,0,base extern identifi resolut
jEdit-4.2,0,
jEdit-4.2,0,remov from pool
jEdit-4.2,0,
jEdit-4.2,0,problem with thi that have two edit pane look same buffer and file reload both will jump same locat
jEdit-4.2,0,
jEdit-4.2,0,add previou edg list edg use thi codewrit
jEdit-4.2,0,
jEdit-4.2,0,return posit resiz instruct
jEdit-4.2,0,
jEdit-4.2,0,later need know certain code call from main thread
jEdit-4.2,0,
jEdit-4.2,0,savegeometri method
jEdit-4.2,0,
jEdit-4.2,0,insert expans
jEdit-4.2,0,
jEdit-4.2,0,jdk add method obtain drive letter label and list desktop window
jEdit-4.2,0,
jEdit-4.2,0,gzip set
jEdit-4.2,0,
jEdit-4.2,0,setfoldlevel method also set level valid flag
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,bottom
jEdit-4.2,0,
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,noth
jEdit-4.2,0,
jEdit-4.2,0,push null variou arg invokemethod interpret callstack callerinfo
jEdit-4.2,0,
jEdit-4.2,0,call sendbreak after fix number of line stdout read
jEdit-4.2,0,
jEdit-4.2,0,render class
jEdit-4.2,0,
jEdit-4.2,0,dockablelayout class
jEdit-4.2,0,
jEdit-4.2,0,get titl here not factori constructor sinc factori might creat befor plugin prop load
jEdit-4.2,0,
jEdit-4.2,0,note it cach class resolut here becaus when class space chang namespac will discard cach name
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,increment symbol frequenc select tabl
jEdit-4.2,0,
jEdit-4.2,0,getcheckedvalu method
jEdit-4.2,0,
jEdit-4.2,0,dummyrender class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,onli one new file open which clean just close it which will creat
jEdit-4.2,0,
jEdit-4.2,0,backward jump
jEdit-4.2,0,
jEdit-4.2,0,endel method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,substitut result match rule start into end string eg shell script mode is match into construct rule for highlight read in like thi eof eof
jEdit-4.2,0,settokenmark method
jEdit-4.2,0,order these from longest shortest start assum longest more repeat
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,ismanagingfocu method
jEdit-4.2,0,thi string will return getvers
jEdit-4.2,0,check whether thi shortcut alreadi exist
jEdit-4.2,0,rememb old valu case action chang them
jEdit-4.2,0,getsymbolicnam method
jEdit-4.2,0,big enough pair lookbehind most recent lookbehind second most recent
jEdit-4.2,0,
jEdit-4.2,0,defin new class classload
jEdit-4.2,0,
jEdit-4.2,0,skip whitespac end
jEdit-4.2,0,
jEdit-4.2,0,thi it class public can use access
jEdit-4.2,0,
jEdit-4.2,0,copi
jEdit-4.2,0,
jEdit-4.2,0,don handl key press
jEdit-4.2,0,
jEdit-4.2,0,don these check while save progress becaus moment newmodtim will greater than oldmodtim due multithread onli support local file system
jEdit-4.2,0,
jEdit-4.2,0,resolv symlink avoid loop
jEdit-4.2,0,
jEdit-4.2,0,true non rel max stack size
jEdit-4.2,0,
jEdit-4.2,0,creat class static namespac
jEdit-4.2,0,
jEdit-4.2,0,that don see same tip again user click tip
jEdit-4.2,0,
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,
jEdit-4.2,0,end static member
jEdit-4.2,0,
jEdit-4.2,0,precalcul these don pay math everi time need access them
jEdit-4.2,0,
jEdit-4.2,0,handlenowordbreak method
jEdit-4.2,0,
jEdit-4.2,0,updat current stack size max stack size unchang becaus stack size variat alway neg null
jEdit-4.2,0,
jEdit-4.2,0,method invoc lh non lh evalu can both encount method call
jEdit-4.2,0,
jEdit-4.2,0,getnextrequest method
jEdit-4.2,0,
jEdit-4.2,0,default
jEdit-4.2,0,
jEdit-4.2,0,fontrendercontext frc new bound dim new
jEdit-4.2,0,
jEdit-4.2,0,and final block data proper
jEdit-4.2,0,
jEdit-4.2,0,textareadialog constructor
jEdit-4.2,0,
jEdit-4.2,0,fix byte file should open use default line seper
jEdit-4.2,0,
jEdit-4.2,0,doawtrequest method
jEdit-4.2,0,
jEdit-4.2,0,file size not known start with reson default buffer size
jEdit-4.2,0,
jEdit-4.2,0,process big bucket start with least full
jEdit-4.2,0,
jEdit-4.2,0,the main sort loop
jEdit-4.2,0,
jEdit-4.2,0,creat directoryentri manual instead use sinc mani vf have broken implement thi method
jEdit-4.2,0,
jEdit-4.2,0,fill default these from system properti correspond buffer xxx properti not set
jEdit-4.2,0,
jEdit-4.2,0,check see instanc ha alreadi been initi the case use thi altern constuctor
jEdit-4.2,0,
jEdit-4.2,0,start and end flag will wrong with revers search enabl but they onli use regexp matcher which doesn support revers search yet remind fix flag when ad revers regexp search
jEdit-4.2,0,
jEdit-4.2,0,memorystatu constructor
jEdit-4.2,0,
jEdit-4.2,0,java doe not support thi encod have handl manual
jEdit-4.2,0,
jEdit-4.2,0,have thi becaus settext set index
jEdit-4.2,0,
jEdit-4.2,0,actionhandl class
jEdit-4.2,0,
jEdit-4.2,0,just enter press anoth text field
jEdit-4.2,0,
jEdit-4.2,0,didn have compon previous creat border
jEdit-4.2,0,
jEdit-4.2,0,gather modifi class method field lookahead true then be call part lookahead and we should not enforc ani rule otherwis valid base context field method class
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,workthreadhandl class
jEdit-4.2,0,
jEdit-4.2,0,thi ensur that undo can clear dirti flag properli when all edit save undon
jEdit-4.2,0,
jEdit-4.2,0,now anoth magic bit number to indic end last block sqrt pi if you want know did want use but contain too much repetit me feel statist comfort call paranoid
jEdit-4.2,0,
jEdit-4.2,0,runscript method
jEdit-4.2,0,
jEdit-4.2,0,ldc
jEdit-4.2,0,
jEdit-4.2,0,transmit map tabl
jEdit-4.2,0,
jEdit-4.2,0,is bsh script variabl refer if we just start eval name no base object or we evalu rel thi type refer check
jEdit-4.2,0,updateassignedto method
jEdit-4.2,0,begin new current block reset rel current and max stack size
jEdit-4.2,0,
jEdit-4.2,0,stop script kiddi from open edit server port and just leav open do
jEdit-4.2,0,
jEdit-4.2,0,updat current stack size max stack size unchang
jEdit-4.2,0,
jEdit-4.2,0,anchor posit refer index into sourc input which match oper began thi also use anchorindex option
jEdit-4.2,0,show remov button
jEdit-4.2,0,either class must there
jEdit-4.2,0,method
jEdit-4.2,0,write bit
jEdit-4.2,0,
jEdit-4.2,0,rememb make thi option later
jEdit-4.2,0,
jEdit-4.2,0,high level
jEdit-4.2,0,
jEdit-4.2,0,goto
jEdit-4.2,0,
jEdit-4.2,0,and save them order not recomput them futur
jEdit-4.2,0,
jEdit-4.2,0,check match insid line
jEdit-4.2,0,
jEdit-4.2,0,setshortcut method
jEdit-4.2,0,
jEdit-4.2,0,jsr
jEdit-4.2,0,
jEdit-4.2,0,end current block with mani new successor
jEdit-4.2,0,
jEdit-4.2,0,tri load modul don refer directli here we depend upon
jEdit-4.2,0,
jEdit-4.2,0,fail silent sinc may use uf
jEdit-4.2,0,
jEdit-4.2,0,abov size have not been comput yet comput them
jEdit-4.2,0,
jEdit-4.2,0,inform current reader current input stream current line number current column number type input sourc stack input soruc current extern entiti current charact encod how mani byte read from current sourc
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,addtoolbar method
jEdit-4.2,0,
jEdit-4.2,0,updat instruct address catch local var and line number tabl
jEdit-4.2,0,
jEdit-4.2,0,stack chang but end current block with one new successor
jEdit-4.2,0,
jEdit-4.2,0,type newarray
jEdit-4.2,0,
jEdit-4.2,0,analys successor block
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,
jEdit-4.2,0,end current block with one new successor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getpluginicon method
jEdit-4.2,0,
jEdit-4.2,0,some java version return clipboard content use nativ line separ have convert here
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,thi will result slight speed up sinc don need read dtd anyway aelfr non valid
jEdit-4.2,0,
jEdit-4.2,0,push name method constant
jEdit-4.2,0,
jEdit-4.2,0,user cancel
jEdit-4.2,0,
jEdit-4.2,0,case constant putfield
jEdit-4.2,0,
jEdit-4.2,0,the back end need place store mtf valu whilst calcul code tabl could put them zptr array howev these valu will fit short overlay szptr the start zptr hope reduc number cach miss induc multipl travers mtf valu when calcul code tabl seem improv compress speed about
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,case macro file name ha space it space break view toolbar properti instanc sinc use space delimit action name
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,now that know how mani char there are get width
jEdit-4.2,0,
jEdit-4.2,0,static initi
jEdit-4.2,0,
jEdit-4.2,0,ignor alreadi ad see comment loadmacro
jEdit-4.2,0,
jEdit-4.2,0,comput stack size variat
jEdit-4.2,0,
jEdit-4.2,0,clone separ singl match from chain
jEdit-4.2,0,
jEdit-4.2,0,chang opcod jump instruct order abl find later see resizeinstruct codewrit these temporari opcod similar jump instruct opcod except that byte offset unsign and can therefor repres valu from which suffici sinc size method limit byte
jEdit-4.2,0,
jEdit-4.2,0,ebcompon implement
jEdit-4.2,0,
jEdit-4.2,0,throw new cerror
jEdit-4.2,0,ask whether remov old shortcut
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,wait pend request
jEdit-4.2,0,getkeybind method
jEdit-4.2,0,over estim number byte ad thi instruct current number pad byte
jEdit-4.2,0,
jEdit-4.2,0,attribut method
jEdit-4.2,0,
jEdit-4.2,0,you ever unlucki improb enough get stack overflow whilst sort increas follow constant and tri again practic have never seen the stack abov elem follow limit seem veri gener
jEdit-4.2,0,
jEdit-4.2,0,helper method get font from plugin properti
jEdit-4.2,0,
jEdit-4.2,0,throw new block size
jEdit-4.2,0,
jEdit-4.2,0,insert start search from begin current match thi will continu highlight current match until anoth match found
jEdit-4.2,0,
jEdit-4.2,0,case classwrit field case classwrit meth case classwrit imeth
jEdit-4.2,0,
jEdit-4.2,0,for backward compat color variabl store also properti
jEdit-4.2,0,
jEdit-4.2,0,util method control flow analysi algorithm
jEdit-4.2,0,
jEdit-4.2,0,use debug purpos
jEdit-4.2,0,
jEdit-4.2,0,other public method
jEdit-4.2,0,
jEdit-4.2,0,ensurecapac method
jEdit-4.2,0,
jEdit-4.2,0,paint bracket scope
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,param type check assign
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,start with littl cheat most case entir sequenc charact data will alreadi readbuff not fall through normal approach
jEdit-4.2,0,
jEdit-4.2,0,look declar subset
jEdit-4.2,0,
jEdit-4.2,0,append method
jEdit-4.2,0,
jEdit-4.2,0,alloc byte vector thi size order avoid unnecessari arraycopi oper method
jEdit-4.2,0,
jEdit-4.2,0,comput real size bytecod thi class
jEdit-4.2,0,
jEdit-4.2,0,static initi
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,awt thread request
jEdit-4.2,0,
jEdit-4.2,0,implement classvisitor interfac
jEdit-4.2,0,
jEdit-4.2,0,gotonextword method
jEdit-4.2,0,
jEdit-4.2,0,find longest match them all observ leftmost longest
jEdit-4.2,0,
jEdit-4.2,0,first add updat add updat send runnabl awt thread
jEdit-4.2,0,
jEdit-4.2,0,getcaretlin method
jEdit-4.2,0,
jEdit-4.2,0,smartend method
jEdit-4.2,0,
jEdit-4.2,0,filesactiv method candoubleclickclos set fals when enter press
jEdit-4.2,0,
jEdit-4.2,0,getselectedtext method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,getstructurematch method
jEdit-4.2,0,
jEdit-4.2,0,gotostartoflin method
jEdit-4.2,0,
jEdit-4.2,0,case mana insn
jEdit-4.2,0,check whether other shortcut alt shortcut
jEdit-4.2,0,compat with older jedit version
jEdit-4.2,0,
jEdit-4.2,0,hide current line highlight
jEdit-4.2,0,
jEdit-4.2,0,have bind foo but user ask remov foo bar
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,impl note sinc multipl search now allow extra level hierarchi
jEdit-4.2,0,
jEdit-4.2,0,check backup directori and creat that directori doesn exist
jEdit-4.2,0,
jEdit-4.2,0,if thi liter super refer then allow recurs in set variabl get normal effect find the nearest definit start super scope ani qualifi type refer want set the variabl directli that scope thi old scope rule super didn thi
jEdit-4.2,0,
jEdit-4.2,0,setsorttyp method
jEdit-4.2,0,
jEdit-4.2,0,entir save oper can abort
jEdit-4.2,0,
jEdit-4.2,0,loadmenuitem method
jEdit-4.2,0,
jEdit-4.2,0,proxi port
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,skip pad byte
jEdit-4.2,0,
jEdit-4.2,0,deleg method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,when text area switch us will reset anyway
jEdit-4.2,0,
jEdit-4.2,0,opcod visit method idem
jEdit-4.2,0,
jEdit-4.2,0,constructor
jEdit-4.2,0,
jEdit-4.2,0,loadmenu method
jEdit-4.2,0,
jEdit-4.2,0,invalid regexp ignor return true avoid annoy beep while type
jEdit-4.2,0,
jEdit-4.2,0,special case current develop version
jEdit-4.2,0,
jEdit-4.2,0,sinc recentbuff will set one that close
jEdit-4.2,0,
jEdit-4.2,0,old plugin expect jedit style behavior where propertieschang sent after plugin start
jEdit-4.2,0,
jEdit-4.2,0,thi handl littl differ from other jedit set splash screen flag need known veri earli startup sequenc befor user properti have been load
jEdit-4.2,0,
jEdit-4.2,0,recurs set global untyp var els set here namespac varscop recurs getglob thi thi modif make default alloc local
jEdit-4.2,0,
jEdit-4.2,0,screen line stuff
jEdit-4.2,0,
jEdit-4.2,0,synchron
jEdit-4.2,0,
jEdit-4.2,0,check pcdata alon
jEdit-4.2,0,
jEdit-4.2,0,check escap rule parent
jEdit-4.2,0,
jEdit-4.2,0,index work abc list not gener lookahead index
jEdit-4.2,0,
jEdit-4.2,0,still have call thi even equal old one that offset manag set valid flag
jEdit-4.2,0,
jEdit-4.2,0,the object instanc ha alreadi been initialz anoth constructor fall through invok constructor bodi below
jEdit-4.2,0,
jEdit-4.2,0,fall through
jEdit-4.2,0,
jEdit-4.2,0,vf support renam file first save filenam save then renam that filenam that save fail data will not lost pre now call instead construct path directli sinc some vf might not allow filenam
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,figur out thi start tag empti element and dispatch event accordingli
jEdit-4.2,0,
jEdit-4.2,0,loop until subset end
jEdit-4.2,0,
jEdit-4.2,0,read and write must kept perfectli sync it veri simpl file format do thi way is faster than serial sinc serial call reflect etc
jEdit-4.2,0,
jEdit-4.2,0,privat member
jEdit-4.2,0,
jEdit-4.2,0,had differ type throw error thi allow declar same var again but not with differ even assign type
jEdit-4.2,0,
jEdit-4.2,0,gettooltiptext method
jEdit-4.2,0,
jEdit-4.2,0,add jar befor check dep sinc dep check might requir all jar present
jEdit-4.2,0,inputpan class
jEdit-4.2,0,ismanagingfocu method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,don need two ident shortcut
jEdit-4.2,0,our children prefix express and ani number don eval ani node until suffix have had an opportun work through them thi let suffix decid how interpret ambigu name class oper
jEdit-4.2,0,keybind class
jEdit-4.2,0,put fornamespac top stack note it import that there onli one exit point from thi method that can swap back namespac
jEdit-4.2,0,
jEdit-4.2,0,field
jEdit-4.2,0,addoptiongroup method
jEdit-4.2,0,addmark method
jEdit-4.2,0,fontselectordialog class
jEdit-4.2,0,seteolmarkercolor method
jEdit-4.2,0,
jEdit-4.2,0,keep first non null frc get sinc sometim get invalid one subsequ page window
jEdit-4.2,0,
jEdit-4.2,0,uc without bom must begin with xml xc xf uc littl endian byte order mark
jEdit-4.2,0,
jEdit-4.2,0,auto detect encod within gzip stream
jEdit-4.2,0,
jEdit-4.2,0,run method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,method
jEdit-4.2,0,
jEdit-4.2,0,thi ensur that text area look slightli more consist with rest metal while depend portion swing onli affect appear futur breakag shouldn matter
jEdit-4.2,0,
jEdit-4.2,0,tri toobject which know how work through inner class and see what end with
jEdit-4.2,0,
jEdit-4.2,0,var lh
jEdit-4.2,0,
jEdit-4.2,0,empti line inherit previou line fold level
jEdit-4.2,0,
jEdit-4.2,0,superclass method invoc super foo
jEdit-4.2,0,
jEdit-4.2,0,collaps rang
jEdit-4.2,0,
jEdit-4.2,0,have all info pack into int not veri and make the code somewhat more complic but save lot memori the new document model ha just byte overhead per line linecontext instanc now intern onli few should actual heap old document model there object per line total about byte plu cach token list which use anoth byte
jEdit-4.2,0,
jEdit-4.2,0,some duplic super see note thi abov if we encls class instanc and have our super superclass instanc
jEdit-4.2,0,
jEdit-4.2,0,getproperti method
jEdit-4.2,0,
jEdit-4.2,0,skip instruct
jEdit-4.2,0,
jEdit-4.2,0,one line chunk invalid remain line also invalid
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,perform suffix oper given object and return new valu obj will node when suffix evalu begin allow to interpret contextu class thereaft will an valu object lh as determin must handl tolh case each point here
jEdit-4.2,0,
jEdit-4.2,0,marker constructor
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,push thi successor onto stack
jEdit-4.2,0,
jEdit-4.2,0,ldc
jEdit-4.2,0,
jEdit-4.2,0,setcont method
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,
jEdit-4.2,0,redo method
jEdit-4.2,0,
jEdit-4.2,0,doctypedecl method
jEdit-4.2,0,
jEdit-4.2,0,packag privat member
jEdit-4.2,0,
jEdit-4.2,0,popel method
jEdit-4.2,0,
jEdit-4.2,0,type alreadi assign cast necessari thi last allow variou error abov caught cast primit void object would pass thi
jEdit-4.2,0,
jEdit-4.2,0,copi text befor gap
jEdit-4.2,0,
jEdit-4.2,0,remov bsh get index between host and port locat
jEdit-4.2,0,
jEdit-4.2,0,getassign would catch thi type param
jEdit-4.2,0,
jEdit-4.2,0,lastwascr true just read follow specifi that thi window file but take further action and just ignor
jEdit-4.2,0,
jEdit-4.2,0,get type construct prototyp array with arbitrari zero length each dimens int array default zero
jEdit-4.2,0,that it have match
jEdit-4.2,0,queue undo last most recent first oldest
jEdit-4.2,0,selectpan method
jEdit-4.2,0,
jEdit-4.2,0,give all text area same font
jEdit-4.2,0,thi ensur that undo can clear dirti flag properli when all edit save undon
jEdit-4.2,0,save method
jEdit-4.2,0,found exist variabl here or abov recurs allow
jEdit-4.2,0,
